sample_id	input_cram	input_crai
AG0611	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HCJNMDSXX_2_AG0611.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HCJNMDSXX_2_AG0611.cram.crai
AG0612	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HCKWMDSXX_1_AG0612.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HCKWMDSXX_1_AG0612.cram.crai
AG0613	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HFCJFDSXX_1_AG0613.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HFCJFDSXX_1_AG0613.cram.crai
AG0613_2	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HVTFWDSXX_2_AG0613_2.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HVTFWDSXX_2_AG0613_2.cram.crai
AG0613_3	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HVTFWDSXX_2_AG0613_3.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HVTFWDSXX_2_AG0613_3.cram.crai
AG0615	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HCKWMDSXX_1_AG0615.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HCKWMDSXX_1_AG0615.cram.crai
AG0618	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_1_AG0618.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_1_AG0618.cram.crai
AG0619	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_1_AG0619.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_1_AG0619.cram.crai
AG0620	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_2_AG0620.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_2_AG0620.cram.crai
AG0621	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HF5G7DSXX_1_AG0621.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HF5G7DSXX_1_AG0621.cram.crai
AG0623	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_2_AG0623.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_2_AG0623.cram.crai
AG0623_1	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C6KPEANXX_7_AG0623_1.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C6KPEANXX_7_AG0623_1.cram.crai
AG0625	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_2_AG0625.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_2_AG0625.cram.crai
AG0627	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_2_AG0627.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_2_AG0627.cram.crai
AG0628	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_2_AG0628.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_2_AG0628.cram.crai
AG0630	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_2_AG0630.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_2_AG0630.cram.crai
AG0631	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HF5G7DSXX_1_AG0631.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HF5G7DSXX_1_AG0631.cram.crai
AG0632	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_2_AG0632.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_2_AG0632.cram.crai
AG0635	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_3_AG0635.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_3_AG0635.cram.crai
AG0637	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HCJNMDSXX_2_AG0637.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HCJNMDSXX_2_AG0637.cram.crai
AG0639	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HCJNMDSXX_2_AG0639.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HCJNMDSXX_2_AG0639.cram.crai
AG0645	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HCKWMDSXX_1_AG0645.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HCKWMDSXX_1_AG0645.cram.crai
AG0648	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_3_AG0648.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_3_AG0648.cram.crai
AG0649	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HF5G7DSXX_1_AG0649.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HF5G7DSXX_1_AG0649.cram.crai
AG0652	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_3_AG0652.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_3_AG0652.cram.crai
AG0653	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_3_AG0653.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_3_AG0653.cram.crai
AG0654	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_3_AG0654.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_3_AG0654.cram.crai
AG0657	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HCJNMDSXX_2_AG0657.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HCJNMDSXX_2_AG0657.cram.crai
AG0658	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_3_AG0658.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_3_AG0658.cram.crai
AG0659	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HCKWMDSXX_1_AG0659.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HCKWMDSXX_1_AG0659.cram.crai
AG0662	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HCKWMDSXX_1_AG0662.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HCKWMDSXX_1_AG0662.cram.crai
AG0664_8	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HVTHVDSXX_4_AG0664_8.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/HVTHVDSXX_4_AG0664_8.cram.crai
AG0664-5	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C6KPEANXX_7_AG0664-5.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C6KPEANXX_7_AG0664-5.cram.crai
AG0666	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_3_AG0666.cram	/paella/CRAMPipeline/projects/Glucoma/batch02/crams/C432RACXX_3_AG0666.cram.crai
AG0667	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_2_AG0667.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_2_AG0667.cram.crai
AG0668	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCKWMDSXX_1_AG0668.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCKWMDSXX_1_AG0668.cram.crai
AG0669	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFC5TDSXX_2_AG0669.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFC5TDSXX_2_AG0669.cram.crai
AG0670	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_4_AG0670.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_4_AG0670.cram.crai
AG0675	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCKWMDSXX_1_AG0675.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCKWMDSXX_1_AG0675.cram.crai
AG0679	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_4_AG0679.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_4_AG0679.cram.crai
AG0679_1	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6KPEANXX_7_AG0679_1.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6KPEANXX_7_AG0679_1.cram.crai
AG0679_2	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6KPEANXX_8_AG0679_2.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6KPEANXX_8_AG0679_2.cram.crai
AG0679_3	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6KPEANXX_8_AG0679_3.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6KPEANXX_8_AG0679_3.cram.crai
AG0679_4	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6KPEANXX_8_AG0679_4.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6KPEANXX_8_AG0679_4.cram.crai
AG0681	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCKWMDSXX_1_AG0681.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCKWMDSXX_1_AG0681.cram.crai
AG0685	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFC5TDSXX_2_AG0685.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFC5TDSXX_2_AG0685.cram.crai
AG0686	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_2_AG0686.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_2_AG0686.cram.crai
AG0692	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCKMDSXX_3_AG0692.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCKMDSXX_3_AG0692.cram.crai
AG0694	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_4_AG0694.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_4_AG0694.cram.crai
AG0698	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_4_AG0698.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_4_AG0698.cram.crai
AG0699	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_4_AG0699.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_4_AG0699.cram.crai
AG0700	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_4_AG0700.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_4_AG0700.cram.crai
AG0701	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0701.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0701.cram.crai
AG0702	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCKMDSXX_3_AG0702.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCKMDSXX_3_AG0702.cram.crai
AG0710	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_4_AG0710.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_4_AG0710.cram.crai
AG0714	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_5_AG0714.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_5_AG0714.cram.crai
AG0715	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0715.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0715.cram.crai
AG0716	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_5_AG0716.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_5_AG0716.cram.crai
AG0716_1	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6KPEANXX_8_AG0716_1.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6KPEANXX_8_AG0716_1.cram.crai
AG0716_2	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6KPEANXX_7_AG0716_2.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6KPEANXX_7_AG0716_2.cram.crai
AG0719	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0719.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0719.cram.crai
AG0721	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0721.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0721.cram.crai
AG0725	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0725.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0725.cram.crai
AG0728	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0728.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0728.cram.crai
AG0730	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0730.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0730.cram.crai
AG0734	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0734.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0734.cram.crai
AG0736	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_5_AG0736.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_5_AG0736.cram.crai
AG0739	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0739.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0739.cram.crai
AG0740	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_5_AG0740.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_5_AG0740.cram.crai
AG0742	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0742.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0742.cram.crai
AG0744	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0744.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0744.cram.crai
AG0745	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0745.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0745.cram.crai
AG0748	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0748.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0748.cram.crai
AG0760	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_5_AG0760.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_5_AG0760.cram.crai
AG0764	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_5_AG0764.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_5_AG0764.cram.crai
AG0768	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0768.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0768.cram.crai
AG0769	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_5_AG0769.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_5_AG0769.cram.crai
AG0772-0	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6DAUANXX_3_AG0772-0.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6DAUANXX_3_AG0772-0.cram.crai
AG0772-1	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C711JANXX_8_AG0772-1.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C711JANXX_8_AG0772-1.cram.crai
AG0772-2	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6DAUANXX_3_AG0772-2.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6DAUANXX_3_AG0772-2.cram.crai
AG0772-3	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6DAUANXX_3_AG0772-3.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6DAUANXX_3_AG0772-3.cram.crai
AG0772-4	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6DAUANXX_3_AG0772-4.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6DAUANXX_3_AG0772-4.cram.crai
AG0774	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_6_AG0774.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_6_AG0774.cram.crai
AG0775	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_6_AG0775.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_6_AG0775.cram.crai
AG0780	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0780.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0780.cram.crai
AG0784	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_6_AG0784.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_6_AG0784.cram.crai
AG0785	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0785.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0785.cram.crai
AG0790	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0790.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0790.cram.crai
AG0791	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_6_AG0791.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_6_AG0791.cram.crai
AG0795	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_6_AG0795.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_6_AG0795.cram.crai
AG0802	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_6_AG0802.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_6_AG0802.cram.crai
AG0803	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0803.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0803.cram.crai
AG0806	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0806.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0806.cram.crai
AG0808	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0808.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0808.cram.crai
AG0815	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_6_AG0815.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_6_AG0815.cram.crai
AG0821	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCKMDSXX_3_AG0821.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCKMDSXX_3_AG0821.cram.crai
AG0822	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0822.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0822.cram.crai
AG0826	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_7_AG0826.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_7_AG0826.cram.crai
AG0827	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0827.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0827.cram.crai
AG0841	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_7_AG0841.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_7_AG0841.cram.crai
AG0852	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_7_AG0852.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_7_AG0852.cram.crai
AG0852_2	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6DAUANXX_3_AG0852_2.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C6DAUANXX_3_AG0852_2.cram.crai
AG0853	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCKMDSXX_3_AG0853.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCKMDSXX_3_AG0853.cram.crai
AG0856	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0856.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG0856.cram.crai
AG0864	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_7_AG0864.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_7_AG0864.cram.crai
AG0865	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_7_AG0865.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_7_AG0865.cram.crai
AG0869	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0869.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0869.cram.crai
AG0873	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0873.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0873.cram.crai
AG0876	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_7_AG0876.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_7_AG0876.cram.crai
AG0877	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0877.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG0877.cram.crai
AG0914	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCL5GDSXX_1_AG0914.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCL5GDSXX_1_AG0914.cram.crai
AG1168	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_7_AG1168.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_7_AG1168.cram.crai
AG1170	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG1170.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG1170.cram.crai
AG1174	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG1174.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG1174.cram.crai
AG1189	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_8_AG1189.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_8_AG1189.cram.crai
AG1190	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG1190.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJNMDSXX_1_AG1190.cram.crai
AG1195	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJHMDSXX_2_AG1195.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HCJHMDSXX_2_AG1195.cram.crai
AG1201	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_8_AG1201.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_8_AG1201.cram.crai
AG1203	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG1203.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG1203.cram.crai
AG1207	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_8_AG1207.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_8_AG1207.cram.crai
AG1208	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_8_AG1208.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_8_AG1208.cram.crai
AG1209	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG1209.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG1209.cram.crai
AG1211	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG1211.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG1211.cram.crai
AG1212	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_8_AG1212.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_8_AG1212.cram.crai
AG1220	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_8_AG1220.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_8_AG1220.cram.crai
AG1221	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG1221.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG1221.cram.crai
AG1224	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCKMDSXX_3_AG1224.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCKMDSXX_3_AG1224.cram.crai
AG1226	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_8_AG1226.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C432RACXX_8_AG1226.cram.crai
AG1227	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C44N3ACXX_1_AG1227.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C44N3ACXX_1_AG1227.cram.crai
AG1229	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG1229.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG1229.cram.crai
AG1236	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C44N3ACXX_1_AG1236.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/C44N3ACXX_1_AG1236.cram.crai
AG1238	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_1_AG1238.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_1_AG1238.cram.crai
AG1241	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCKMDSXX_3_AG1241.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCKMDSXX_3_AG1241.cram.crai
AG1242	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG1242.cram	/paella/CRAMPipeline/projects/Glucoma/batch03/crams/HFCJFDSXX_2_AG1242.cram.crai
